Title,Price,Views,Watched,Link
2023 Rockshox Reverb 175mm 31.6,175,79,1,https://www.pinkbike.com/buysell/3557045/
2020 New Fox Float Performance X2 shocks,300,787,2,https://www.pinkbike.com/buysell/3403641/
2023 Chromag Darco M/L,4999,151,1,https://www.pinkbike.com/buysell/3557041/
2023 Chromag Fubar OSX 800mm 31.8 handlebar,65,102,2,https://www.pinkbike.com/buysell/3554101/
2020 Fox Float X2 Performance Elite Shock 205 X 65mm,300,1245,2,https://www.pinkbike.com/buysell/3324734/
2022 Trek Checkpoint SL6 AXS 54,4200,30,1,https://www.pinkbike.com/buysell/3569198/
2023 Cervelo Aspero Apex 54cm,2790,318,5,https://www.pinkbike.com/buysell/3553894/
2023 Otso Warakin Stainless 56cm,3200,179,2,https://www.pinkbike.com/buysell/3557622/
2023 Cervelo Aspero Apex 1 51cm,2790,190,5,https://www.pinkbike.com/buysell/3557617/
2022 Rocky Mountain Blizzard A10 Medium,1199,135,2,https://www.pinkbike.com/buysell/3557205/
2021 Fox Float DPX2 185 X 55mm,350,925,2,https://www.pinkbike.com/buysell/3322150/
2022 Rocky Mountain Instinct C30 Medium,3663,114,1,https://www.pinkbike.com/buysell/3557202/
2020 TRP G-Spec Trail SLC brakesets,200,1363,8,https://www.pinkbike.com/buysell/3362646/
2022 XS-M Shred Luminary Noshock helmet,80,930,1,https://www.pinkbike.com/buysell/3307661/
2020 Stan's No Tubes Flow CB7 wheelset 27.5 Boost,1100,439,0,https://www.pinkbike.com/buysell/3429442/
2021 IBIS ripmo AF/V2 CASCADE LINK,200,75,0,https://www.pinkbike.com/buysell/3561786/
2020 Forbidden Druid 29/mullet,3500,999,18,https://www.pinkbike.com/buysell/3498655/
2023 Surly Karate Monkey Medium,2250,74,0,https://www.pinkbike.com/buysell/3564638/
Giro Petra VR womens 38,35,210,1,https://www.pinkbike.com/buysell/3490080/
2018 Haibike Xduro Dwnhll 9.0 Large 27.5,2300,21,0,https://www.pinkbike.com/buysell/3569196/
2017 Rolf Prima Alsea+ Carbon Wheelset,625,12,0,https://www.pinkbike.com/buysell/3569195/
2020 3T Exploro BMW Edition,5900,73,2,https://www.pinkbike.com/buysell/3560947/
2017 Medium Transition Smuggler w/ 2022 Fox 34,2500,6121,13,https://www.pinkbike.com/buysell/3053493/
Bike Activity Instructor & Program Support,160,259,0,https://www.pinkbike.com/buysell/3536389/
2023 Norco Optic C2,1800,264,5,https://www.pinkbike.com/buysell/3558554/
2023 Santa Cruz Tallboy 5 C S build size Large,4750,264,6,https://www.pinkbike.com/buysell/3547129/
"2021 RaceFace Turbine R Bars, Stem/Top Cap �Price Drop�",125,206,1,https://www.pinkbike.com/buysell/3504321/
2021 ~ �Price Drop� Specialized Bridge Comp Saddle ~,55,135,2,https://www.pinkbike.com/buysell/3504346/
"2021 �Price Drop� RaceFace Turbine R Bars, Stem/Top Cap",125,206,4,https://www.pinkbike.com/buysell/3504332/
2023 ~ ORANGE AND TURQUOISE RACE FACE CHESTER PEDALS ~,35,53,1,https://www.pinkbike.com/buysell/3551481/
2022 ~ ABSOLUTE BLACK OVAL BOOST 30T ~,55,43,1,https://www.pinkbike.com/buysell/3567479/
2018 Medium Jeffsy 29 CF Pro - Chalk White/Black Magic,2600,1341,9,https://www.pinkbike.com/buysell/3226686/
2019 Cannondale Cujo 20+,300,80,1,https://www.pinkbike.com/buysell/3561700/
SRAM X01 Crankset,220,165,3,https://www.pinkbike.com/buysell/3542635/
2023 One up dropper post 120mm 31.6 internal,150,16,0,https://www.pinkbike.com/buysell/3566647/
2020 Salsa spearfish carbon XL,3300,11,0,https://www.pinkbike.com/buysell/3569194/
2016 specialized epic world cup,3000,287,2,https://www.pinkbike.com/buysell/3531285/
2022 Ibis Mojo,4500,130,1,https://www.pinkbike.com/buysell/3547860/
2022 Scwalbe Hans Dampf,45,213,5,https://www.pinkbike.com/buysell/3518741/
Pearl Izumi X-Project Elite Size 42.5 (9.5),35,164,0,https://www.pinkbike.com/buysell/3518749/
Kali Youth Medium,70,175,2,https://www.pinkbike.com/buysell/3515411/
2023 Pipedream Full Moxie Longer Frameset,2300,276,2,https://www.pinkbike.com/buysell/3544419/
2022 175mm SRAM GX Eagle Crank,90,192,2,https://www.pinkbike.com/buysell/3523274/
2019 Mondraker Foxy Carbon XR *PRICE REDUCTION,3550,563,0,https://www.pinkbike.com/buysell/3445347/
2020 Specialized Status S4 (large),1750,1229,12,https://www.pinkbike.com/buysell/3484016/
2020 Specialized Alloy Bar,60,7,0,https://www.pinkbike.com/buysell/3569193/
2022 Chromag Rootdown Pike Ultimate XT/XT OneUp Custom,3100,235,5,https://www.pinkbike.com/buysell/3553224/
2021 RAAW Jibb,3800,455,2,https://www.pinkbike.com/buysell/3525552/
2021 RAAW Jibb Frame and Fork,1850,481,2,https://www.pinkbike.com/buysell/3529094/
2021 RAAW Jibb Build,3800,480,2,https://www.pinkbike.com/buysell/3525565/
2022 Rockshox 35 Silver,200,840,10,https://www.pinkbike.com/buysell/3390746/
2021 Canfield Lithium Large Frame,1500,245,5,https://www.pinkbike.com/buysell/3545886/
2021 Canfield Lithium Large,3000,330,3,https://www.pinkbike.com/buysell/3535743/
2022 EVOC Enduro Shirt - Carbon Grey - M,35,375,0,https://www.pinkbike.com/buysell/3457353/
2017 KS Dropzone 31.6 125mm,45,67,1,https://www.pinkbike.com/buysell/3562575/
2020 Fox launch Pro D30,50,337,2,https://www.pinkbike.com/buysell/3285027/
2019 Transition Sentinel,3900,203,0,https://www.pinkbike.com/buysell/3518465/
2021 Ibis Ripmo AF Small Frame,900,35,2,https://www.pinkbike.com/buysell/3569192/
2021 Truvativ Descendant direct mount,60,35,0,https://www.pinkbike.com/buysell/3559508/
2020 100% Dh pants size 32.,60,447,5,https://www.pinkbike.com/buysell/3285637/
2021 Bell full 9,199,223,1,https://www.pinkbike.com/buysell/3384450/
2021 Boxxer Ultimate 29� (great condition),1100,74,0,https://www.pinkbike.com/buysell/3559496/
2022 POC Kortal -size M/L,160,2063,7,https://www.pinkbike.com/buysell/3185007/
2019 *Upgraded* Turbo Levo,6000,118,0,https://www.pinkbike.com/buysell/3549034/
2021 Rocky Mountain Thunderbolt Alloy 30,2450,113,0,https://www.pinkbike.com/buysell/3528473/
"2023 Ibis S28 Carbon Wheels, Microspline",800,320,20,https://www.pinkbike.com/buysell/3555957/
2022 Shimano Deore 12 speed shifter (SL-M6100-IR),20,834,9,https://www.pinkbike.com/buysell/3359478/
2014 29er Specialized Stumpjumper HT Comp Carbon Bike,800,158,2,https://www.pinkbike.com/buysell/3553667/
2019 SRAM Truvativ Descendant 6k Crankset 170mm,65,32,2,https://www.pinkbike.com/buysell/3564432/
2016 Specialized FSR stock stumpjumper 27.5 mullet,650,606,10,https://www.pinkbike.com/buysell/3519502/
Rock shox Pike,250,1246,5,https://www.pinkbike.com/buysell/3417898/
2022 WTB ST i29 with Assegai rear and front cassette/rotors,300,32,0,https://www.pinkbike.com/buysell/3567022/
2022 2 Assegai 29X2.5 maxxgrip DD complete wheels,300,35,0,https://www.pinkbike.com/buysell/3566562/
2020 Specialized Fuse Expert 29,1700,353,3,https://www.pinkbike.com/buysell/3503979/
2021 Fox 38 Factory,850,344,6,https://www.pinkbike.com/buysell/3523787/
Fox SLS 450 x 2.65,100,49,1,https://www.pinkbike.com/buysell/3561710/
2021 Charger RC Damper,50,71,2,https://www.pinkbike.com/buysell/3561708/
2021 Rockshox Deluxe Select+ Trunnion,100,45,0,https://www.pinkbike.com/buysell/3561701/
2018 Brand X Ascend dropper,80,1063,3,https://www.pinkbike.com/buysell/2826246/
2019 INNO Roof Rack- PRICE DROP,30,102,0,https://www.pinkbike.com/buysell/3449609/
2021 Sb130 C-series frame,1700,61,3,https://www.pinkbike.com/buysell/3569189/
Marzocchi 03 Monster T2,550,115,4,https://www.pinkbike.com/buysell/3559967/
2020 Santa Cruz Megatower Size Medium,2000,1152,21,https://www.pinkbike.com/buysell/3434128/
2022 Specialized Stumpjumper Pro. S2.,5000,359,6,https://www.pinkbike.com/buysell/3508634/
2022 Brand New Fox Float X2 230x65,500,27,1,https://www.pinkbike.com/buysell/3567733/
2022 Transition Spire Alloy Raw - Custom build,3000,935,26,https://www.pinkbike.com/buysell/3515696/
2017 Kellys Swag 50,1400,311,1,https://www.pinkbike.com/buysell/3499092/
2023 Maxxis Minion DHR2 27.5x2.4 exo+,50,201,8,https://www.pinkbike.com/buysell/3531508/
2017 Felt Verza Speed 40 Medium,400,88,0,https://www.pinkbike.com/buysell/3540345/
Kuat NV 2.0,395,73,1,https://www.pinkbike.com/buysell/3560799/
2021 Giro Tyrant Size Small,100,183,0,https://www.pinkbike.com/buysell/3499128/
2023 Maxxis Assegai DH max grip,65,182,7,https://www.pinkbike.com/buysell/3530691/
2023 NEW Industry Nine UL250 CX Alloy Disc Wheelset HG11,1200,19,0,https://www.pinkbike.com/buysell/3569188/
2022 Shimano M6100 Hydraulic Disc Brake Set,200,960,10,https://www.pinkbike.com/buysell/3280480/
2022 One Up Dropper V2 210mm 34.9 w/  V2 Remote Brand New,190,145,4,https://www.pinkbike.com/buysell/3532413/
2022 Stan's Flow S2 wheelset microspline NEW,400,716,6,https://www.pinkbike.com/buysell/3440685/
"2020 Santa Cruz Hightower C, Cascade Link, Push Coil 36",2950,634,24,https://www.pinkbike.com/buysell/3532459/
2022 Eleven6 Hypercoil 600lb/in 250 Series,60,217,0,https://www.pinkbike.com/buysell/3486304/
"2023 Salsa Warroad C Rival AXS, 700c: 59cm",5499,38,0,https://www.pinkbike.com/buysell/3562691/
"2023 Salsa Timberjack XT Z2, 27.5+: Small",2899,45,0,https://www.pinkbike.com/buysell/3558985/
2023 Bombtrack Hook EXT Black: X-Small,3366,20,0,https://www.pinkbike.com/buysell/3567718/
"2023 Surly Disc Trucker, 700C, Lime: 56cm",799,217,2,https://www.pinkbike.com/buysell/3517736/
2023 Salsa Horsethief SLX 29: X-Large,4049,174,0,https://www.pinkbike.com/buysell/3519436/
"2023 Salsa Warbird C Force AXS Bike, 700c: 56cm",7999,112,0,https://www.pinkbike.com/buysell/3545529/
2023 Salsa Timberjack XT 29: Small,2549,58,0,https://www.pinkbike.com/buysell/3559034/
2021 santa cruz nomad 5 large,5300,71,0,https://www.pinkbike.com/buysell/3563620/
2020 Rockshox Lyrik Ultimate (160 & 170mm),425,484,7,https://www.pinkbike.com/buysell/3519104/
2020 SRAM XX1 (170mm),250,393,4,https://www.pinkbike.com/buysell/3543017/
2018 Trek Slash 9.9 (Large),1300,217,11,https://www.pinkbike.com/buysell/3550564/
2018 santa cruz bronson C.,3900,61,0,https://www.pinkbike.com/buysell/3563622/
"2020 Yeti SB140 T2, Large, Carbon Wheels",4500,905,8,https://www.pinkbike.com/buysell/3472428/
2014 Custom Mike DeSalvo Steel road 64cm,1900,1981,11,https://www.pinkbike.com/buysell/3176183/
Juin Tech Mechanical Disc Brake Calipers - Flat Mount,200,168,2,https://www.pinkbike.com/buysell/3529399/
2017 Dura Ace 9150 Rear derailure,320,344,6,https://www.pinkbike.com/buysell/3471098/
2022 Canyon G5 Riser Aluminum Handlebars,35,86,0,https://www.pinkbike.com/buysell/3552438/
2016 Cannondale F-Si HiMod 1,1800,217,2,https://www.pinkbike.com/buysell/3536946/
2015 Raleigh Revenio Carbon Road Bike 56cm/L Ultegra 11-sp,1900,56,0,https://www.pinkbike.com/buysell/3559386/
2020 Giant Carbon Seatpost,50,16,0,https://www.pinkbike.com/buysell/3569186/
2016 Fulcrum Racing 5 DB Alloy Wheelset 700c disc brakes,190,59,0,https://www.pinkbike.com/buysell/3554888/
2014 Niner One 9 RDO XL Gravel Bike Shimano XT 11-speed,2900,135,1,https://www.pinkbike.com/buysell/3554857/
2019 Enve SES 2.2 Tubeless Carbon Ceramic Enve Hub Wheelset,1100,648,5,https://www.pinkbike.com/buysell/3391117/
2018 Trek Emonda SL XXL Carbon Road Bike DuraAce Drive,2900,773,6,https://www.pinkbike.com/buysell/3410807/
2021 Rear Wheel Only - Onyx Stan�s 27.5,399,1017,4,https://www.pinkbike.com/buysell/3497816/
Sdg Components Tellis Dropper (YT  postman edition),120,462,1,https://www.pinkbike.com/buysell/3420651/
2022 Specialized stumpjumper Evo Expert S5 + extra wheelset,4600,1149,12,https://www.pinkbike.com/buysell/3455122/
2021 XL Commencal META AM Essential,3200,150,4,https://www.pinkbike.com/buysell/3555974/
2019 Fox Factory 34 Float Step-Cast FiT4 29,420,282,11,https://www.pinkbike.com/buysell/3558908/
2022 Fox 36 Float Factory GRIP2,600,245,12,https://www.pinkbike.com/buysell/3557250/
2022 Revel Rascal Large frame,5250,174,1,https://www.pinkbike.com/buysell/3537051/
2018 Trek fuel ex,1700,65,3,https://www.pinkbike.com/buysell/3565863/
2021 MRP Ribbon Air,350,230,5,https://www.pinkbike.com/buysell/3522938/
2021 Rock Shox Super Deluxe 185x55 Trunnion,200,89,3,https://www.pinkbike.com/buysell/3545041/
2020 Race Face Turbine 31.8 stem 100mm,30,122,1,https://www.pinkbike.com/buysell/3535996/
2020 NS Decade Frame For Sale,275,102,0,https://www.pinkbike.com/buysell/3561554/
2018 Nearly New Shimano AM-7 Men's Clipless Sz 48,30,96,2,https://www.pinkbike.com/buysell/3545446/
2022 Hope F20 service kit - for two pedals,50,99,0,https://www.pinkbike.com/buysell/3539650/
"2022 100% Racecraft w/ extra lenses, like new",60,60,0,https://www.pinkbike.com/buysell/3561623/
2022 James Baroud XXL rooftop tent - NEW,3999,1027,0,https://www.pinkbike.com/buysell/3390973/
"2023 DVO Sapphire D1 - 29, 140mm, 44, boost - New take off",600,181,6,https://www.pinkbike.com/buysell/3554962/
2021 DT Swiss XM 1700 Wheels - DT 350 hubs,350,49,1,https://www.pinkbike.com/buysell/3569184/
2022 Forbidden Dreadnaught DH Build that you can Customize!,6400,1384,5,https://www.pinkbike.com/buysell/3486713/
2022 Forbidden Dreadnaught Like New Dreambuild,6400,578,2,https://www.pinkbike.com/buysell/3486755/
2022 Fox 38 Performance Elite,600,700,17,https://www.pinkbike.com/buysell/3486677/
2023 Custom Surly Karate Monkey Large,3900,21,0,https://www.pinkbike.com/buysell/3569183/
2018 IBIS 742 CARBON WITH INDUSTRY 9 TORCH,800,577,7,https://www.pinkbike.com/buysell/3144209/
"2017 Evil Insurgent - Coil, Stages, Hope, OneUp",3000,905,4,https://www.pinkbike.com/buysell/3444300/
2011 Specialized S-Works Stumpjumper,1400,752,1,https://www.pinkbike.com/buysell/3514460/
2023 RockShox SID SL Ultimate,600,28,1,https://www.pinkbike.com/buysell/3569182/
2007 Pinarello Galileo Ultegra,700,1038,1,https://www.pinkbike.com/buysell/3501920/
2021 Cane Creek Helm Coil 29 fork,800,385,3,https://www.pinkbike.com/buysell/3423460/
Wtb Subrosa Baja blanket bmx saddle,60,201,0,https://www.pinkbike.com/buysell/3372887/
Liv Avow,3500,299,2,https://www.pinkbike.com/buysell/3438763/
2022 Pivot Trail 429 Pro X01,6950,290,2,https://www.pinkbike.com/buysell/3508383/
2022 Pivot Switchblade,6900,220,1,https://www.pinkbike.com/buysell/3508409/
2018 Intense Tracer 279 Carbon 27.5 Size L,2000,259,3,https://www.pinkbike.com/buysell/3544720/
2021 Kona Process 153 DL 29 Medium,2800,64,1,https://www.pinkbike.com/buysell/3565849/
2022 Plus and Fat tires.,100,1458,19,https://www.pinkbike.com/buysell/3358318/
"2022 DT Swiss 350 laced to Stans Arch MK3 27.5""",740,897,6,https://www.pinkbike.com/buysell/3345382/
2022 DT Swiss fatbike,899,466,2,https://www.pinkbike.com/buysell/3451298/
2022 DT Swiss XD freehubs for sale.,74,1790,19,https://www.pinkbike.com/buysell/3334360/
"2022 DT Swiss Champion spokes, black, new.",1,1499,5,https://www.pinkbike.com/buysell/3348390/
2020 RockShox RS-1 29,699,449,6,https://www.pinkbike.com/buysell/3482946/
2022 Clyde's wheels for sale.,825,495,2,https://www.pinkbike.com/buysell/3442230/
2022 KramPug wheelset,875,524,4,https://www.pinkbike.com/buysell/3447802/
"2023 27.5 and 29"" studded Wrathchild tires on sale.",140,121,0,https://www.pinkbike.com/buysell/3546023/
2023 27.5 x 4.5 studded tires for sale.,380,547,8,https://www.pinkbike.com/buysell/3511767/
2023 Carbon fatbike wheelset for sale.,1325,426,2,https://www.pinkbike.com/buysell/3541862/
2023 DT Swiss 350 / 240s QR rear HG Shimano MTB end caps,20,1243,18,https://www.pinkbike.com/buysell/3249442/
"2023 Corvus Big Su Carbon Fat Bike Wheels 27.5"" ALL axles",1468,1833,1,https://www.pinkbike.com/buysell/3249035/
"2023 Corvus Big Su Carbon Fat Bike Wheels 27.5"" ALL axles",1468,1044,2,https://www.pinkbike.com/buysell/3249025/
2023 Light Bicycle Carbon Fat Bike Wheels - ALL axles,1068,3398,6,https://www.pinkbike.com/buysell/3171217/
2023 Light Bicycle Carbon Fat Bike Wheels - ALL axles,1068,1357,2,https://www.pinkbike.com/buysell/3171212/
"2023 Nextie Carbon Fat Bike Wheels 26"" / 27.5"" ALL axles",1068,1467,2,https://www.pinkbike.com/buysell/3171201/
2022 Santa Cruz Blur CC XC XO1 Reserve,5800,294,7,https://www.pinkbike.com/buysell/3556596/
2023 DT Swiss 350 front 15mm end caps,30,1618,3,https://www.pinkbike.com/buysell/3249483/
2023 We Are One Composites 27.5 MTB+ FAT+ Wheels ALL axles,1148,4983,8,https://www.pinkbike.com/buysell/2471577/
2023 We Are One Composites 29 MTB+ FAT+ Wheels - ALL axles,1148,11856,46,https://www.pinkbike.com/buysell/2471580/
"2023 Nextie Carbon Fat Bike Frame - 2.4lbs - 15, 17, 19""",898,4048,7,https://www.pinkbike.com/buysell/3300365/
2023 Nextie Carbon 29 MTB+ FAT+ Wheels - ALL axles,898,9644,28,https://www.pinkbike.com/buysell/2420657/
2023 Nextie Carbon 27.5 MTB+ FAT+ Wheels - ALL axles,898,5682,10,https://www.pinkbike.com/buysell/2415605/
2023 Easton R90 SL Road Disc Wheelset - 700c - ALL axles,568,3658,2,https://www.pinkbike.com/buysell/2390498/
2023 Light Bicycle Pro 27.5 MTB+ FAT+ Wheels - ALL axles,948,3795,6,https://www.pinkbike.com/buysell/2524672/
2023 Light Bicycle Pro 29 MTB+ FAT+ Wheels - ALL axles,948,8953,33,https://www.pinkbike.com/buysell/2524678/
2020 intense tracer pro XL,2900,215,1,https://www.pinkbike.com/buysell/3518599/
2012 Specialized Demo 8,1200,1007,5,https://www.pinkbike.com/buysell/3436641/
2023 Reserve SL with XTR hubs,1250,1020,17,https://www.pinkbike.com/buysell/3514203/
"2021 Transition Spire, Alloy, Shimano XT/XTR, Fox 38",3500,898,2,https://www.pinkbike.com/buysell/3517264/
2015 Intense Carbine 29er,3250,231,0,https://www.pinkbike.com/buysell/3487897/
2021 NEW GT Avalanche Sport 27.5 - Small,600,550,1,https://www.pinkbike.com/buysell/3339549/
2021 Trek Rail 9.8 XL,6000,235,4,https://www.pinkbike.com/buysell/3549080/
2011 Rocky Mountain rc10,65,989,5,https://www.pinkbike.com/buysell/3448931/
2018 Transition Sentinel V1 Carbon W/ Cascade Link - XL,3200,534,2,https://www.pinkbike.com/buysell/3481424/
2022 RockShox Super Deluxe Ultimate RCT,299,133,2,https://www.pinkbike.com/buysell/3538346/
2021 Fox X2 Factory Specialized Enduro,399,134,1,https://www.pinkbike.com/buysell/3538362/
2022 Fox Float Performance Elite,399,119,0,https://www.pinkbike.com/buysell/3538355/
2022 Orbea Wild FS H20,4500,379,6,https://www.pinkbike.com/buysell/3512414/
2022 Spank Oozy Reboot,75,168,2,https://www.pinkbike.com/buysell/3551004/
"2022 DT Swiss XMC 1200 Spline 29"" 6-bolt",1999,303,5,https://www.pinkbike.com/buysell/3522590/
2022 Orbea Rise M20 Medium,5400,2022,26,https://www.pinkbike.com/buysell/3388687/
2022 ZEB Ultimate Charger 2.1 Gloss Black,950,1247,4,https://www.pinkbike.com/buysell/3361522/
2022 Transtion Repeater NX Large,6500,1990,19,https://www.pinkbike.com/buysell/3388003/
2022 Orbea Rise M10 Large,6500,31,0,https://www.pinkbike.com/buysell/3564667/
2022 PUSH 11-6 Yeti 160E,999,190,1,https://www.pinkbike.com/buysell/3538338/
2023 NEW Ohlins TTX1 Air,490,40,0,https://www.pinkbike.com/buysell/3565923/
2021 Enve M735 I9 Torch 27.5,1099,355,9,https://www.pinkbike.com/buysell/3522596/
2020 LARGE S-Works Epic,4600,153,5,https://www.pinkbike.com/buysell/3561156/
2023 NEW Ohlins RFX 36 140mm air,790,55,0,https://www.pinkbike.com/buysell/3565919/
2022 Specialized Turbo Levo S-Works,7999,9954,46,https://www.pinkbike.com/buysell/3080519/
2022 SCOR 4060 Z LT  **FRAME + FORK ONLY**,4995,576,3,https://www.pinkbike.com/buysell/3536771/
2022 NEW Fox DHX2,490,129,6,https://www.pinkbike.com/buysell/3562282/
2022 YETI 160E Turq,7999,2627,20,https://www.pinkbike.com/buysell/3459065/
2021 Enve M730 I9 Torch 29,1400,529,7,https://www.pinkbike.com/buysell/3522598/
2022 Cane Creek Valt Progressive 55 x 500-610 coil spring,45,76,3,https://www.pinkbike.com/buysell/3557939/
